AGRUPADOR,CÓDIGO BARRAS,DESCRIPCIÓN ARTICULO,UNIDAD MANEJO,CÓDIGO BARRAS UNIDAD MANEJO,PALLETIZADO,CANTIDAD POR PALLET,ALTO,ANCHO,PROFUNDIDAD,VOLUMEN,PESO,DENSIDAD,RESISTENCIA,CONTAMINANTE,TIPODESPACHO,RECIPIENTE
,7.86104E+12,CANASTO COTIZACIONES,1,,0,33,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.DESPENSA MARCA PROPIA,42,1.7861E+13,0,200,103,104,115,1.23188,438,355.554,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.DESPENSA MARCA PROPIA,1,,0,42,30,24,34,0.02448,9,367.647,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX.CONTENEDOR 1,40,,0,200,130,116,114,,434,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX.CONTENEDOR 1,1,,0,100,40,42,32,,10,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. DESPENSA 1,42,1.7861E+13,0,200,107,102,120,1.30968,432,329.851,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. DESPENSA 1,1,,0,42,30,24,34,0.02448,9,367.647,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.DESPENSA MARCA PROPIA,42,1.7861E+13,0,200,107,102,120,1.30968,432,329.851,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.DESPENSA MARCA PROPIA,1,,0,42,30,24,34,0.02448,9,367.647,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX.CONTENEDOR 2,21,1.7861E+13,0,200,95,90,115.01,0.9833355,365,371.185,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX.CONTENEDOR 2,28,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI FUNDA NAVIDENA 1,3,1.7861E+13,0,200,30,24,34,0.02448,10,408.496,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,DESPENSA ANDEAN SNACKBOX EMPRENDEDORES,2,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,61177,YAPA 5 PERECIBLES,1,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,61545,YAPA COSTILLA RES/ALINO,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,61721,YAPA N105 PESO VARAIBLE.,10,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,61722,YAPA N106 PESO VARIABLE .,10,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,61723,YAPA N107 PESO  V,10,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,61759,YAPA N166,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,61787,YAPA N201 PERECIBLE .,10,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,61854,YAPA N246 PERECIBLE,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,181561,AKI CON YAPA N 1,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,181566,AKI CON YAPA N 2,2,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,181568,AKI CON YAPA N 3,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,181570,AKI CON YAPA N 4,4,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,181571,AKI CON YAPA N 5.,10,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,181572,AKI CON YAPA N 6,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188845,MEGAGRATIS N 1,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188846,MEGAGRATIS N 2,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188847,MEGAGRATIS N 3,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188848,MEGAGRATIS N 4,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188849,MEGAGRATIS N 5,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188850,MEGAGRATIS N 6,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188851,MEGAGRATIS N 7,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188852,MEGAGRATIS N 8,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,188853,MEGAGRATIS N 9,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206188,CANASTA DIA DE LA MADRE,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206265,SUPERCOMBO 1,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206267,SUPERCOMBO 2,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206268,SUPERCOMBO 3,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206269,UPERCOMBO 4,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206270,SUPERCOMBO 5,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206271,SUPERCOMBO 6,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206272,SUPERCOMBO 7,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206273,SUPERCOMBO 8,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206274,SUPERCOMBO 9,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206276,SUPERCOMBO 10,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206277,SUPERCOMBO  11,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,206278,SUPERCOMBO 12,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,227549,DIA 10 PM,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,236474,ACEITE AKI PROMOCION,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,247250,3X2 N1,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,247251,3X2 N2,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,247252,3X2 N3,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,247253,3X2 N4,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,247254,3X2 N5,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,247255,3X2 N6,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,247256,3X2 N7,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,247257,3X2 N8,26,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257616,PROMO EJIDO 1,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257618,PROMO EJIDO 2,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257620,PROMO EJIDO 4,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257621,PROMO EJIDO 5,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257622,PROMO EJIDO 6,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257623,PROMO EJIDO 3,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257624,PROMO EJIDO 7,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257625,PROMO EJIDO 8,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257626,PROMO EJIDO 9,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257627,PROMO EJIDO 10,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,257628,PRMO EJIDO 11,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,273057,AKI CON YAPA N 7,16,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,273058,AKI CON YAPA N 8,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,273059,AKI CON YAPA N 9,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,273060,AKI CON YAPA N 10,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,273061,AKI CON YAPA N 11,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,273062,AKI CON YAPA N 12,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,294562,BOMBA DIARIA 27,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,294563,BOMBA DIARIA 28,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,294564,BOMBA DIARIA 29,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,294605,MASCARILLAS,50,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,295207,PACK ESCOLAR PREMIUM,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,295208,PACK ESCOLAR JARDIN,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,295209,PACK ESCOLAR BASICO,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297477,EST.REGAL.ORIGINAL ACEITE MAIZ 1l,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297478,EST.REGAL.AK.MORTADELA TACO 500g,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297479,EST.REGAL.AK.MARGARINA 1kg,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297480,EST.REGAL.AK.GUANTE BIC 71/2,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297481,EST.REGAL.AK.PAPEL ALUMINIO 25,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297482,EST.REGAL.AK.FDA ECONO LIMPIEZA,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297483,EST.REGAL.AK.COCKTAIL FRUTAS 820g,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297484,EST.REGAL.AK.SPAGHETTI 400g,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297485,EST.REGAL.AK.MERMELADA MORA 300g,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297487,EST.REGAL.AK.TILAPIA 454g,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297488,EST.REGAL.AK.FUNDA ECONOMICA,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297489,EST.REGAL.AK.ARROZ ESPECIAL 10kg,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297594,EST.REGAL.AK.GUANTE BIC.7,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297595,EST.REGAL.AK.GUANTE BIC.8,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297596,EST.REGAL.AK.GUANTE BIC.8 1/2,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297703,DIA LOCO 19 EDREDON FULL,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297705,DIA LOCO 20 EDREDON TWIN,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297706,DIA LOCO 21 EDREDON QUEEN,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297708,DIA LOCO 23,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297709,DIA LOCO 24,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297710,DIA LOCO 25,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297711,DIA LOCO 26,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297712,DIA LOCO 27,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297715,DIA LOCO 30,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,297716,DIA LOCO 31,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,297717,DIA LOCO 32,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,297718,DIA LOCO 33,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297720,DIA LOCO 34,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297721,DIA LOCO 35,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297722,DIA LOCO 36,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297723,DIA LOCO 37,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,297724,DIA LOCO 38,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,300305,3X2 N9,16,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,300306,3X2 N10,16,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,300307,3X2 N11,5,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,300308,3X2 N12,20,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,312142,SUPERCOMBO 13,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,312143,SUPERCOMBO 14,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,312144,SUPERCOMBO 15,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,312145,SUPERCOMBO 16,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,336065,YAPA N13,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,337232,3X2 N13,16,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,337233,3X2 N14,5,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,346261,FUNDA ECONOMICA AKI ABARROTES.,27,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,346261,FUNDA ECONOMICA AKI ABARROTES.,30,1.20346E+13,0,200,130,116,114,1.71912,434,252.454,,,DESPACHO LOCAL ARTICULO,
,346262,FUNDA ECONOMICA AKI LIMPIEZA,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347007,YAPA N14,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,347008,YAPA N15,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,347030,YAPA 1 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347031,YAPA 2 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347033,YAPA 3 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347034,YAPA 4 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347035,YAPA 5 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347036,YAPA 6 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347037,YAPA 7 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347038,YAPA 8 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347039,YAPA 9 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347040,YAPA 10 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347041,YAPA 11 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347042,YAPA 12 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347043,YAPA 13 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347044,YAPA 14 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347045,YAPA 15 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347046,YAPA 16 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347047,YAPA 17 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347048,YAPA 18 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347049,YAPA 19 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347050,YAPA 20 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347051,CUARTO INCREIBLE 1 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347052,CUARTO INCREIBLE 2 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347053,CUARTO INCREIBLE 2 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347054,CUARTO INCREIBLE 3 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347055,CUARTO INCREIBLE 4 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347056,CUARTO INCREIBLE 5 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347057,CUARTO INCREIBLE 6 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347058,CUARTO INCREIBLE 7 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347059,CUARTO INCREIBLE 8 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347060,CUARTO INCREIBLE 9 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347061,CUARTO INCREIBLE 10 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347062,CUARTO INCREIBLE 11 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347063,CUARTO INCREIBLE 12 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347064,CUARTO INCREIBLE 13 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347065,CUARTO INCREIBLE 14 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347066,CUARTO INCREIBLE 15 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347067,CUARTO INCREIBLE 16 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347068,CUARTO INCREIBLE NESTLE 17,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347069,CUARTO INCREIBLE 18 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347070,CAURTO INCREIBLE 19 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,347071,CUARTO INCREIBLE 20 NESTLE,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,348255,YAPA 1 PERECIBLE,12,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,348256,YAPA 2 PERECIBLES,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,348257,YAPA 3 PERECIBLES,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,348258,YAPA 4 PERECIBLES,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,352933,COMBO AKI,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,358921,COMBO MERCANCIAS,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,369569,AKI SANDUCHE ESPECIAL VIENA,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,369570,AKI SANDUCHE ESPECIAL BAGUET,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,369571,AKI SANDUCHE TRADICIONAL VIENA,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,369572,AKI SANDUCHE TRADICIONAL BAGUET,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,373063,AKI YAPA TEMP1,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373071,AKI YAPA TEMP2,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373072,AKI YAPA TEMP3,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373073,AKI YAPA TEMP4,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373074,AKI YAPA TEMP5,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373075,AKI YAPA TEMP6,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373076,AKI YAPA TEMP7,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373077,SUPER YAPA TEMP 1,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373078,SUPER YAPA TEMP 2,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373079,SUPER YAPA TEMP 3,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373080,SUPER YAPA TEMP 4,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373081,SUPER YAPA TEMP 5,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373082,SUPER YAPA TEMP 6,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373083,SUPER YAPA TEMP 7,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373084,AKI YAPA TEMP 8,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373950,AKI YAPA TEMP9,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373954,AKI YAPA TEMP10,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,373955,AKI YAPA TEMP11,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,374141,SUPER YAPA TEMP 8,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,374142,SUPER YAPA TEMP 9,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,374445,AKI YAPA TEMP 10,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,374479,AKI YAPA TEMP12,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,374521,SUPER YAPA TEMP 10,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,374522,SUPER YAPA TEMP 11,1,,0,,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375503,3X2 TEMPORAL 1,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375504,3X2 TEMPORAL 2,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375505,3X2 TEMPORAL 3,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375506,3X2 TEMPORAL 4,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375512,3X2 TEMPORAL 5,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375553,AKI CON YAPA 13,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375554,AKI CON YAPA 14,3,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375555,AKI CON YAPA 15,1,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375556,AKI CON YAPA 16,8,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375557,AKI CON YAPA 17,20,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375558,AKI CON YAPA 18,6,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375559,AKI CON YAPA 19,10,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375560,AKI CON YAPA 20,12,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375561,AKI CON YAPA 21,10,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375562,AKI CON YAPA 22,10,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375563,AKI CON YAPA 23,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375564,AKI CON YAPA 24,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375565,AKI CON YAPA N25,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375566,AKI CON YAPA N26,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375567,3X2 N15,16,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375568,3X2 N16,20,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375569,3X2 N17,12,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375570,3X2 N18,12,,0,200,35,30,40,0.042,6,142.857,,,DESPACHO LOCAL ARTICULO,
,375571,3X2 N19,16,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375572,3X2 N20,20,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375573,3X2 N21,4,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375574,3X2 N22,12,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375575,3X2 N23,18,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375576,3X2 N24,12,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375577,3X2 N25,3,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375578,3X2 N26,12,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375579,3X2 N27,12,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375580,3X2 N28,12,,0,200,0,0,0,0,0,0,,,DESPACHO LOCAL ARTICULO,
,375581,3X2 N29,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375582,3X2 N30,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375583,3X2 N31,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375584,3X2 N32,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375665,PROMO SOL NATURA PACK JUGOS SURTIDOS,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375666,PROMO SOL MC DOUGAL SIX PACK,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375667,PROMO SOL REYLECHE SIXPACK,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375668,PROMO SOL RITZ GLLTA QUESO,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375669,PROMO SOL LUNCH BOX ESCOLAR,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,375676,MIS GANSITOS PROMO MALL DEL SOL,26,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
