AGRUPADOR,CÓDIGO BARRAS,DESCRIPCIÓN ARTICULO,UNIDAD MANEJO,CÓDIGO BARRAS UNIDAD MANEJO,PALLETIZADO,CANTIDAD POR PALLET,ALTO,ANCHO,PROFUNDIDAD,VOLUMEN,PESO,DENSIDAD,RESISTENCIA,CONTAMINANTE,TIPODESPACHO,RECIPIENTE
,419073,CANASTO COTIZACIONES-419073,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419074,CANASTO COTIZACIONES-418368-419022-419074,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419075,CANASTO COTIZACIONES-419075,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419076,CANASTO COTIZACIONES-418780-418950-419053-419076,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419077,CANASTO COTIZACIONES-412870-413227-413229-413888-418053-418055-418056-418075-418919-419077,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419078,CANASTO COTIZACIONES-418780-418950-419053-419076-419078,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419079,CANASTO COTIZACIONES-419079,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419080,CANASTO COTIZACIONES-419080,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419081,CANASTO COTIZACIONES-419081,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419082,CANASTO COTIZACIONES-419081-419082,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419083,CANASTO COTIZACIONES-419083,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419084,CANASTO COTIZACIONES-419084,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419085,CANASTO COTIZACIONES-419085,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419086,CANASTO COTIZACIONES-419086,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419087,CANASTO COTIZACIONES-419087,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419088,CANASTO COTIZACIONES-417747-419028-419030-419088,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419089,CANASTO COTIZACIONES-419087-419089,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419090,CANASTO COTIZACIONES-417950-417991-417992-417993-418165-418166-418219-419054-419058-419090,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419091,CANASTO COTIZACIONES-419087-419091,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419097,CANASTO COTIZACIONES-418368-419022-419074-419097,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419107,CANASTO COTIZACIONES-418644-419107,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419108,CANASTO COTIZACIONES-418070-418814-419108,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419109,CANASTO COTIZACIONES-418644-419107-419109,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419110,CANASTO COTIZACIONES-419110,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419111,CANASTO COTIZACIONES-418484-419111,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419113,CANASTO COTIZACIONES-418485-419113,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419115,CANASTO COTIZACIONES-418986-419115,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419116,CANASTO COTIZACIONES-419116,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419117,CANASTO COTIZACIONES-418993-419117,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419118,CANASTO COTIZACIONES-418712-418713-418935-418948-418949-418999-419000-419118,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419119,CANASTO COTIZACIONES-419119,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419120,CANASTO COTIZACIONES-418786-418957-419063-419120,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419121,CANASTO COTIZACIONES-418743-418756-419121,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419122,CANASTO COTIZACIONES-418780-418950-419053-419076-419078-419122,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419123,CANASTO COTIZACIONES-418705-418706-418708-418710-419123,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419124,CANASTO COTIZACIONES-418553-419124,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419125,CANASTO COTIZACIONES-419125,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419126,CANASTO COTIZACIONES-418712-418713-418935-418948-418949-418999-419000-419118-419126,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419127,CANASTO COTIZACIONES-418712-418713-418935-418948-418949-418999-419000-419118-419126-419127,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419128,CANASTO COTIZACIONES-419128,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419129,CANASTO COTIZACIONES-419129,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419130,CANASTO COTIZACIONES-418691-418697-418699-419004-419052-419130,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419132,CANASTO COTIZACIONES-419129-419132,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419133,SX.DESPENSA MARCA PROPIA-418396-418636-419060-419133,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419134,CANASTO COTIZACIONES-418993-419117-419134,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419135,CANASTO COTIZACIONES-418993-419117-419134-419135,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419136,CANASTO COTIZACIONES-419136,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419137,CANASTO COTIZACIONES-419137,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419138,CANASTO COTIZACIONES-419087-419091-419138,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419139,CANASTO COTIZACIONES-419139,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419140,CANASTO COTIZACIONES-419139-419140,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419141,CANASTO COTIZACIONES-419141,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419142,CANASTO COTIZACIONES-419142,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419143,CANASTO COTIZACIONES-419143,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419144,CANASTO COTIZACIONES-418837-419144,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419145,CANASTO COTIZACIONES-418408-418578-418596-418807-419145,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419146,CANASTO COTIZACIONES-418659-418914-419146,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419147,CANASTO COTIZACIONES-418668-418915-419147,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419148,CANASTO COTIZACIONES-419141-419148,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419149,CANASTO COTIZACIONES-419149,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419150,CANASTO COTIZACIONES-419150,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419151,CANASTO COTIZACIONES-419151,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419152,CANASTO COTIZACIONES-419150-419152,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419154,CANASTO COTIZACIONES-419154,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419155,SX.DESPENSA MARCA PROPIA-419155,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419157,CANASTO COTIZACIONES-419157,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419158,CANASTO COTIZACIONES-418993-419117-419134-419158,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419159,CANASTO COTIZACIONES-419143-419159,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419160,CANASTO COTIZACIONES-419142-419160,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419161,CANASTO COTIZACIONES-419161,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419162,CANASTO COTIZACIONES-419162,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419163,CANASTO COTIZACIONES-419163,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419164,CANASTO COTIZACIONES-419163-419164,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419165,CANASTO COTIZACIONES-419023-419165,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419166,CANASTO COTIZACIONES-419024-419166,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419167,CANASTO COTIZACIONES-419167,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419168,CANASTO COTIZACIONES-419168,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419169,CANASTO COTIZACIONES-418931-419169,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419170,CANASTO COTIZACIONES-418931-419170,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419171,CANASTO COTIZACIONES-419025-419029-419171,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419172,CANASTO COTIZACIONES-419172,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419173,CANASTO COTIZACIONES-419173,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419174,SMX. CANASTO 7-419174,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419175,CANASTO COTIZACIONES-418272-419175,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419176,CANASTO COTIZACIONES-418890-418891-419176,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419177,CANASTO COTIZACIONES-418153-418155-418206-418207-418210-418212-418220-418239-418328-418340-419177,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419178,CANASTO COTIZACIONES-419013-419178,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419179,CANASTO COTIZACIONES-418938-418940-418946-418958-418989-418992-419016-419018-419179,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419180,CANASTO COTIZACIONES-419013-419178-419180,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419181,CANASTO COTIZACIONES-418388-418620-418628-419181,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419182,CANASTO COTIZACIONES-418356-418514-418515-418517-418520-418536-418564-419182,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419183,CANASTO COTIZACIONES-418931-419169-419183,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419184,CANASTO COTIZACIONES-402611-402720-412909-412911-412912-417850-417940-418850-419184,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419185,CANASTO COTIZACIONES-418931-419170-419185,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419186,CANASTO COTIZACIONES-419143-419159-419186,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419187,CANASTO COTIZACIONES-418524-419026-419187,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419188,CANASTO COTIZACIONES-419119-419188,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419189,CANASTO COTIZACIONES-419189,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419190,CANASTO COTIZACIONES-418023-418172-419190,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419191,CANASTO COTIZACIONES-419191,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419192,CANASTO COTIZACIONES-419192,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419193,CANASTO COTIZACIONES-419193,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419200,CANASTO COTIZACIONES-418931-419170-419185-419200,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419201,CANASTO COTIZACIONES-419172-419201,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419202,CANASTO COTIZACIONES-419202,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419203,CANASTO COTIZACIONES-419172-419201-419203,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419204,CANASTO COTIZACIONES-419204,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419205,CANASTO COTIZACIONES-418589-419205,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419206,CANASTO COTIZACIONES-419206,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419207,CANASTO COTIZACIONES-419207,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419208,CANASTO COTIZACIONES-419208,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419211,CANASTO COTIZACIONES-419211,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419212,CANASTO COTIZACIONES-419125-419212,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419213,CANASTO COTIZACIONES-419213,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419214,CANASTO COTIZACIONES-419125-419212-419214,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419215,CANASTO COTIZACIONES-419125-419212-419214-419215,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419216,CANASTO COTIZACIONES-419216,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419217,CANASTO COTIZACIONES-419217,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419218,CANASTO COTIZACIONES-419218,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419219,CANASTO COTIZACIONES-419217-419219,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419221,CANASTO COTIZACIONES-417630-417698-417707-417762-417763-418046-418275-418378-418507-418521-418634-419057-419221,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419222,CANASTO COTIZACIONES-413901-414015-414092-419222,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419228,CANASTO COTIZACIONES-419228,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419241,CANASTO COTIZACIONES-419241,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419242,CANASTO COTIZACIONES-419154-419242,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419249,CANASTO COTIZACIONES-419241-419249,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419253,CANASTO COTIZACIONES-418712-418713-418935-418948-418949-418999-419000-419118-419126-419127-419253,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419254,CANASTO COTIZACIONES-418272-419175-419254,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419258,CANASTO COTIZACIONES-419258,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419259,CANASTO COTIZACIONES-418272-419175-419254-419259,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419260,SMX. CANASTO 6-419260,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419261,CANASTO COTIZACIONES-419261,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419262,CANASTO COTIZACIONES-419262,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419263,CANASTO COTIZACIONES-418913-418930-419263,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419264,CANASTO COTIZACIONES-419264,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419265,SMX.CONTENEDOR 1-419265,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419266,CANASTO COTIZACIONES-419266,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419267,CANASTO COTIZACIONES-419267,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419268,CANASTO COTIZACIONES-419268,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419269,CANASTO COTIZACIONES-419269,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419270,CANASTO COTIZACIONES-419270,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419271,CANASTO COTIZACIONES-419271,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419272,CANASTO COTIZACIONES-419272,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419273,CANASTO COTIZACIONES-419273,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419274,CANASTO COTIZACIONES-418646-418649-418812-418815-419274,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419275,CANASTO COTIZACIONES-419275,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419276,CANASTO COTIZACIONES-419276,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419277,CANASTO COTIZACIONES-418091-419277,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419278,CANASTO COTIZACIONES-418408-418578-418596-418807-419145-419278,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419279,CANASTO COTIZACIONES-419279,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419280,CANASTO COTIZACIONES-418388-418620-418628-419181-419280,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419281,CANASTO COTIZACIONES-419281,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419282,CANASTO COTIZACIONES-419269-419282,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419283,CANASTO COTIZACIONES-419281-419283,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419284,CANASTO COTIZACIONES-419284,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419285,CANASTO COTIZACIONES-419285,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419289,CANASTO COTIZACIONES-419289,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419290,CANASTO COTIZACIONES-419269-419282-419290,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419300,CANASTO COTIZACIONES-419272-419300,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419301,CANASTO COTIZACIONES-418646-418649-418812-418815-419301,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419302,CANASTO COTIZACIONES-418646-418649-418812-418815-419274-419302,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419303,CANASTO COTIZACIONES-418712-418713-418935-418948-418949-418999-419000-419118-419126-419127-419253-419303,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419305,CANASTO COTIZACIONES-419013-419178-419180-419305,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419306,SMX.CONTENEDOR 2-419306,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419307,CANASTO COTIZACIONES-418929-419307,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419318,CANASTO COTIZACIONES-419318,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419322,CANASTO COTIZACIONES-419322,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419323,CANASTO COTIZACIONES-419168-419323,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419324,CANASTO COTIZACIONES-419324,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419325,CANASTO COTIZACIONES-419318-419325,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419337,CANASTO COTIZACIONES-419337,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419351,CANASTO COTIZACIONES-419337-419351,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419352,CANASTO COTIZACIONES-418712-418713-418935-418948-418949-418999-419000-419118-419126-419127-419253-419303-419352,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419353,CANASTO COTIZACIONES-419324-419353,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419354,CANASTO COTIZACIONES-419354,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419355,CANASTO COTIZACIONES-417947-417954-417972-418862-419355,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419356,CANASTO COTIZACIONES-418900-419356,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419357,CANASTO COTIZACIONES-419357,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419358,CANASTO COTIZACIONES-419358,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419359,CANASTO COTIZACIONES-419359,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419360,CANASTO COTIZACIONES-419162-419360,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419362,CANASTO COTIZACIONES-418929-419307-419362,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419364,CANASTO COTIZACIONES-419337-419351-419364,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419365,CANASTO COTIZACIONES-419217-419219-419365,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419366,CANASTO COTIZACIONES-419366,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419367,CANASTO COTIZACIONES-419367,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419368,CANASTO COTIZACIONES-417879-419368,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419369,CANASTO COTIZACIONES-418929-419307-419362-419369,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419370,CANASTO COTIZACIONES-419370,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419371,CANASTO COTIZACIONES-418691-418697-418699-419004-419052-419130-419371,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419372,CANASTO COTIZACIONES-419269-419282-419290-419372,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419373,SMX. CANASTO 8-419373,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419374,SMX. CANASTO 6-419260-419374,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419375,CANASTO COTIZACIONES-419375,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419376,CANASTO COTIZACIONES-419269-419282-419290-419372-419376,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419377,CANASTO COTIZACIONES-418646-418649-418812-418815-419274-419302-419377,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419378,CANASTO COTIZACIONES-419378,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419379,CANASTO COTIZACIONES-419027-419379,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419380,CANASTO COTIZACIONES-419027-419379-419380,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419381,CANASTO COTIZACIONES-419275-419381,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419382,CANASTO COTIZACIONES-419382,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419383,CANASTO COTIZACIONES-419382-419383,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419384,CANASTO COTIZACIONES-419384,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419385,CANASTO COTIZACIONES-419375-419385,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419386,CANASTO COTIZACIONES-419386,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419387,CANASTO COTIZACIONES-419387,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419388,CANASTO COTIZACIONES-419032-419388,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419389,CANASTO COTIZACIONES-419389,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419390,CANASTO COTIZACIONES-418602-419390,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419391,CANASTO COTIZACIONES-418900-419356-419391,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,419392,CANASTO COTIZACIONES-418818-418822-419392,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,DESP.DONACION INNFA,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO 7,1,1.7861E+13,0,33,30,35,50,0.0525,6,114.285,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI DESPENSA 1,42,1.7861E+13,0,200,130,116,114,1.71912,434,252.454,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI DESPENSA 1,1,,0,42,30,24,34,0.02448,9,367.647,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI DESPENSA 2,42,1.7861E+13,0,200,107,105,115,1.292025,410,317.331,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI DESPENSA 2,1,,0,42,30,24,34,0.02448,9,367.647,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI CONTENEDOR 1,28,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI CONTENEDOR 1,21,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI CONTENEDOR 2,16,1.7861E+13,0,200,103,104,115.01,0.0244872,372,15191.61,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AKI CONTENEDOR 3,16,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX.DESPENSA 2,42,1.7861E+13,0,200,103,104,115,1.23188,427,346.624,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX.DESPENSA 2,1,,0,300,30,24,34,0.02448,9,367.647,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO 1,2,1.7861E+13,0,33,30,35,50,0.0525,4,76.19,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO 2,1,1.7861E+13,0,200,33,31,50,0.05115,4,78.201,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO 3,1,1.7861E+13,0,33,33,32,50.01,0.05281056,5,94.678,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO 4,1,1.7861E+13,0,200,30,33,50.01,0.0495099,6,121.187,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO 5,1,1.7861E+13,0,133,30,39,50.01,0.0585117,7,119.634,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO 6,1,1.7861E+13,0,33,25,39,52.01,0.05070975,7,138.04,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO 8,1,1.7861E+13,0,50,24,40,50,0.048,5,104.166,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SMX. CANASTO ESPECIAL 1,1,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
